ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Comment	Aliases	Rank
PCL_INDV:CS202211210_1021	MouseBrain 01021 - CS202211210_1021	1021 LSX Prdm12 ve Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5262		CS202211210_1021		1021 LSX Prdm12 ve Gaba		MouseBrain 01021			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111021			
PCL_INDV:CS202211210_1022	MouseBrain 01022 - CS202211210_1022	1022 LSX Prdm12 ve Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5262		CS202211210_1022		1022 LSX Prdm12 ve Gaba		MouseBrain 01022			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111022			
PCL_INDV:CS202211210_1023	MouseBrain 01023 - CS202211210_1023	1023 LSX Prdm12 ve Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5262		CS202211210_1023		1023 LSX Prdm12 ve Gaba		MouseBrain 01023			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111023			
PCL_INDV:CS202211210_1024	MouseBrain 01024 - CS202211210_1024	1024 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1024		1024 LSX Prdm12 do Gaba		MouseBrain 01024			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111024			
PCL_INDV:CS202211210_1025	MouseBrain 01025 - CS202211210_1025	1025 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1025		1025 LSX Prdm12 do Gaba		MouseBrain 01025			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111025			
PCL_INDV:CS202211210_1026	MouseBrain 01026 - CS202211210_1026	1026 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1026		1026 LSX Prdm12 do Gaba		MouseBrain 01026			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111026			
PCL_INDV:CS202211210_1027	MouseBrain 01027 - CS202211210_1027	1027 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1027		1027 LSX Prdm12 do Gaba		MouseBrain 01027			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111027			
PCL_INDV:CS202211210_1028	MouseBrain 01028 - CS202211210_1028	1028 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1028		1028 LSX Prdm12 do Gaba		MouseBrain 01028			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111028			
PCL_INDV:CS202211210_1029	MouseBrain 01029 - CS202211210_1029	1029 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1029		1029 LSX Prdm12 do Gaba		MouseBrain 01029			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111029			
PCL_INDV:CS202211210_1030	MouseBrain 01030 - CS202211210_1030	1030 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1030		1030 LSX Prdm12 do Gaba		MouseBrain 01030			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111030			
PCL_INDV:CS202211210_1031	MouseBrain 01031 - CS202211210_1031	1031 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1031		1031 LSX Prdm12 do Gaba		MouseBrain 01031			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111031			
PCL_INDV:CS202211210_1032	MouseBrain 01032 - CS202211210_1032	1032 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1032		1032 LSX Prdm12 do Gaba		MouseBrain 01032			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111032			
PCL_INDV:CS202211210_1033	MouseBrain 01033 - CS202211210_1033	1033 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1033		1033 LSX Prdm12 do Gaba		MouseBrain 01033			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111033			
PCL_INDV:CS202211210_1034	MouseBrain 01034 - CS202211210_1034	1034 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1034		1034 LSX Prdm12 do Gaba		MouseBrain 01034			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111034			
PCL_INDV:CS202211210_1035	MouseBrain 01035 - CS202211210_1035	1035 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1035		1035 LSX Prdm12 do Gaba		MouseBrain 01035			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111035			
PCL_INDV:CS202211210_1036	MouseBrain 01036 - CS202211210_1036	1036 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1036		1036 LSX Prdm12 do Gaba		MouseBrain 01036			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111036			
PCL_INDV:CS202211210_1037	MouseBrain 01037 - CS202211210_1037	1037 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1037		1037 LSX Prdm12 do Gaba		MouseBrain 01037			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111037			
PCL_INDV:CS202211210_1038	MouseBrain 01038 - CS202211210_1038	1038 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1038		1038 LSX Prdm12 do Gaba		MouseBrain 01038			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111038			
PCL_INDV:CS202211210_1039	MouseBrain 01039 - CS202211210_1039	1039 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1039		1039 LSX Prdm12 do Gaba		MouseBrain 01039			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111039			
PCL_INDV:CS202211210_1040	MouseBrain 01040 - CS202211210_1040	1040 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1040		1040 LSX Prdm12 do Gaba		MouseBrain 01040			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111040			
PCL_INDV:CS202211210_1041	MouseBrain 01041 - CS202211210_1041	1041 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1041		1041 LSX Prdm12 do Gaba		MouseBrain 01041			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111041			
PCL_INDV:CS202211210_1042	MouseBrain 01042 - CS202211210_1042	1042 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1042		1042 LSX Prdm12 do Gaba		MouseBrain 01042			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111042			
PCL_INDV:CS202211210_1043	MouseBrain 01043 - CS202211210_1043	1043 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1043		1043 LSX Prdm12 do Gaba		MouseBrain 01043			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111043			
PCL_INDV:CS202211210_1044	MouseBrain 01044 - CS202211210_1044	1044 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1044		1044 LSX Prdm12 do Gaba		MouseBrain 01044			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111044			
PCL_INDV:CS202211210_1045	MouseBrain 01045 - CS202211210_1045	1045 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1045		1045 LSX Prdm12 do Gaba		MouseBrain 01045			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111045			
PCL_INDV:CS202211210_1046	MouseBrain 01046 - CS202211210_1046	1046 LSX Prdm12 do Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5263		CS202211210_1046		1046 LSX Prdm12 do Gaba		MouseBrain 01046			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111046			
PCL_INDV:CS202211210_1047	MouseBrain 01047 - CS202211210_1047	1047 LSX Sall3 Lmo1 Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5264		CS202211210_1047		1047 LSX Sall3 Lmo1 Gaba		MouseBrain 01047			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111047			
PCL_INDV:CS202211210_1048	MouseBrain 01048 - CS202211210_1048	1048 LSX Sall3 Lmo1 Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5264		CS202211210_1048		1048 LSX Sall3 Lmo1 Gaba		MouseBrain 01048			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111048			
PCL_INDV:CS202211210_1049	MouseBrain 01049 - CS202211210_1049	1049 LSX Sall3 Lmo1 Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5264		CS202211210_1049		1049 LSX Sall3 Lmo1 Gaba		MouseBrain 01049			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111049			
PCL_INDV:CS202211210_1050	MouseBrain 01050 - CS202211210_1050	1050 LSX Sall3 Lmo1 Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5264		CS202211210_1050		1050 LSX Sall3 Lmo1 Gaba		MouseBrain 01050			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111050			
PCL_INDV:CS202211210_1051	MouseBrain 01051 - CS202211210_1051	1051 LSX Sall3 Lmo1 Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5264		CS202211210_1051		1051 LSX Sall3 Lmo1 Gaba		MouseBrain 01051			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111051			
PCL_INDV:CS202211210_1052	MouseBrain 01052 - CS202211210_1052	1052 LSX Sall3 Lmo1 Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5264		CS202211210_1052		1052 LSX Sall3 Lmo1 Gaba		MouseBrain 01052			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111052			
PCL_INDV:CS202211210_1053	MouseBrain 01053 - CS202211210_1053	1053 LSX Sall3 Lmo1 Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5264		CS202211210_1053		1053 LSX Sall3 Lmo1 Gaba		MouseBrain 01053			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111053			
PCL_INDV:CS202211210_1054	MouseBrain 01054 - CS202211210_1054	1054 LSX Sall3 Lmo1 Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5264		CS202211210_1054		1054 LSX Sall3 Lmo1 Gaba		MouseBrain 01054			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111054			
PCL_INDV:CS202211210_1055	MouseBrain 01055 - CS202211210_1055	1055 LSX Sall3 Lmo1 Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5264		CS202211210_1055		1055 LSX Sall3 Lmo1 Gaba		MouseBrain 01055			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111055			
PCL_INDV:CS202211210_1056	MouseBrain 01056 - CS202211210_1056	1056 LSX Sall3 Lmo1 Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5264		CS202211210_1056		1056 LSX Sall3 Lmo1 Gaba		MouseBrain 01056			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111056			
PCL_INDV:CS202211210_1057	MouseBrain 01057 - CS202211210_1057	1057 LSX Sall3 Lmo1 Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5264		CS202211210_1057		1057 LSX Sall3 Lmo1 Gaba		MouseBrain 01057			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111057			
PCL_INDV:CS202211210_1058	MouseBrain 01058 - CS202211210_1058	1058 LSX Sall3 Lmo1 Gaba	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5264		CS202211210_1058		1058 LSX Sall3 Lmo1 Gaba		MouseBrain 01058			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111058			
PCL_INDV:CS202211210_1059	MouseBrain 01059 - CS202211210_1059	1059 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1059		1059 MH Tac2 Glut		MouseBrain 01059			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111059			
PCL_INDV:CS202211210_1060	MouseBrain 01060 - CS202211210_1060	1060 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1060		1060 MH Tac2 Glut		MouseBrain 01060			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111060			
PCL_INDV:CS202211210_1061	MouseBrain 01061 - CS202211210_1061	1061 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1061		1061 MH Tac2 Glut		MouseBrain 01061			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111061			
PCL_INDV:CS202211210_1062	MouseBrain 01062 - CS202211210_1062	1062 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1062		1062 MH Tac2 Glut		MouseBrain 01062			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111062			
PCL_INDV:CS202211210_1063	MouseBrain 01063 - CS202211210_1063	1063 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1063		1063 MH Tac2 Glut		MouseBrain 01063			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111063			
PCL_INDV:CS202211210_1064	MouseBrain 01064 - CS202211210_1064	1064 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1064		1064 MH Tac2 Glut		MouseBrain 01064			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111064			
PCL_INDV:CS202211210_1065	MouseBrain 01065 - CS202211210_1065	1065 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1065		1065 MH Tac2 Glut		MouseBrain 01065			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111065			
PCL_INDV:CS202211210_1066	MouseBrain 01066 - CS202211210_1066	1066 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1066		1066 MH Tac2 Glut		MouseBrain 01066			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111066			
PCL_INDV:CS202211210_1067	MouseBrain 01067 - CS202211210_1067	1067 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1067		1067 MH Tac2 Glut		MouseBrain 01067			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111067			
PCL_INDV:CS202211210_1068	MouseBrain 01068 - CS202211210_1068	1068 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1068		1068 MH Tac2 Glut		MouseBrain 01068			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111068			
PCL_INDV:CS202211210_1069	MouseBrain 01069 - CS202211210_1069	1069 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1069		1069 MH Tac2 Glut		MouseBrain 01069			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111069			
PCL_INDV:CS202211210_1070	MouseBrain 01070 - CS202211210_1070	1070 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1070		1070 MH Tac2 Glut		MouseBrain 01070			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111070			
PCL_INDV:CS202211210_1071	MouseBrain 01071 - CS202211210_1071	1071 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1071		1071 MH Tac2 Glut		MouseBrain 01071			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111071			
PCL_INDV:CS202211210_1072	MouseBrain 01072 - CS202211210_1072	1072 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1072		1072 MH Tac2 Glut		MouseBrain 01072			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111072			
PCL_INDV:CS202211210_1073	MouseBrain 01073 - CS202211210_1073	1073 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1073		1073 MH Tac2 Glut		MouseBrain 01073			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111073			
PCL_INDV:CS202211210_1074	MouseBrain 01074 - CS202211210_1074	1074 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1074		1074 MH Tac2 Glut		MouseBrain 01074			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111074			
PCL_INDV:CS202211210_1075	MouseBrain 01075 - CS202211210_1075	1075 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1075		1075 MH Tac2 Glut		MouseBrain 01075			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111075			
PCL_INDV:CS202211210_1076	MouseBrain 01076 - CS202211210_1076	1076 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1076		1076 MH Tac2 Glut		MouseBrain 01076			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111076			
PCL_INDV:CS202211210_1077	MouseBrain 01077 - CS202211210_1077	1077 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1077		1077 MH Tac2 Glut		MouseBrain 01077			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111077			
PCL_INDV:CS202211210_1078	MouseBrain 01078 - CS202211210_1078	1078 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1078		1078 MH Tac2 Glut		MouseBrain 01078			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111078			
PCL_INDV:CS202211210_1079	MouseBrain 01079 - CS202211210_1079	1079 MH Tac2 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5265		CS202211210_1079		1079 MH Tac2 Glut		MouseBrain 01079			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111079			
PCL_INDV:CS202211210_1080	MouseBrain 01080 - CS202211210_1080	1080 LH Pou4f1 Sox1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5266		CS202211210_1080		1080 LH Pou4f1 Sox1 Glut		MouseBrain 01080			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111080			
PCL_INDV:CS202211210_1081	MouseBrain 01081 - CS202211210_1081	1081 LH Pou4f1 Sox1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5266		CS202211210_1081		1081 LH Pou4f1 Sox1 Glut		MouseBrain 01081			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111081			
PCL_INDV:CS202211210_1082	MouseBrain 01082 - CS202211210_1082	1082 LH Pou4f1 Sox1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5266		CS202211210_1082		1082 LH Pou4f1 Sox1 Glut		MouseBrain 01082			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111082			
PCL_INDV:CS202211210_1083	MouseBrain 01083 - CS202211210_1083	1083 LH Pou4f1 Sox1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5266		CS202211210_1083		1083 LH Pou4f1 Sox1 Glut		MouseBrain 01083			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111083			
PCL_INDV:CS202211210_1084	MouseBrain 01084 - CS202211210_1084	1084 LH Pou4f1 Sox1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5266		CS202211210_1084		1084 LH Pou4f1 Sox1 Glut		MouseBrain 01084			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111084			
PCL_INDV:CS202211210_1085	MouseBrain 01085 - CS202211210_1085	1085 LH Pou4f1 Sox1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5266		CS202211210_1085		1085 LH Pou4f1 Sox1 Glut		MouseBrain 01085			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111085			
PCL_INDV:CS202211210_1086	MouseBrain 01086 - CS202211210_1086	1086 LH Pou4f1 Sox1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5266		CS202211210_1086		1086 LH Pou4f1 Sox1 Glut		MouseBrain 01086			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111086			
PCL_INDV:CS202211210_1087	MouseBrain 01087 - CS202211210_1087	1087 LH Pou4f1 Sox1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5266		CS202211210_1087		1087 LH Pou4f1 Sox1 Glut		MouseBrain 01087			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111087			
PCL_INDV:CS202211210_1088	MouseBrain 01088 - CS202211210_1088	1088 LH Pou4f1 Sox1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5266		CS202211210_1088		1088 LH Pou4f1 Sox1 Glut		MouseBrain 01088			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111088			
PCL_INDV:CS202211210_1089	MouseBrain 01089 - CS202211210_1089	1089 LH Pou4f1 Sox1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5266		CS202211210_1089		1089 LH Pou4f1 Sox1 Glut		MouseBrain 01089			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111089			
PCL_INDV:CS202211210_1090	MouseBrain 01090 - CS202211210_1090	1090 LH Pou4f1 Sox1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5266		CS202211210_1090		1090 LH Pou4f1 Sox1 Glut		MouseBrain 01090			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111090			
PCL_INDV:CS202211210_1091	MouseBrain 01091 - CS202211210_1091	1091 LH Pou4f1 Sox1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5266		CS202211210_1091		1091 LH Pou4f1 Sox1 Glut		MouseBrain 01091			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111091			
PCL_INDV:CS202211210_1092	MouseBrain 01092 - CS202211210_1092	1092 LH Pou4f1 Sox1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5266		CS202211210_1092		1092 LH Pou4f1 Sox1 Glut		MouseBrain 01092			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111092			
PCL_INDV:CS202211210_1093	MouseBrain 01093 - CS202211210_1093	1093 LH Pou4f1 Sox1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5266		CS202211210_1093		1093 LH Pou4f1 Sox1 Glut		MouseBrain 01093			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111093			
PCL_INDV:CS202211210_1094	MouseBrain 01094 - CS202211210_1094	1094 AD Serpinb7 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5267		CS202211210_1094		1094 AD Serpinb7 Glut		MouseBrain 01094			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111094			
PCL_INDV:CS202211210_1095	MouseBrain 01095 - CS202211210_1095	1095 AD Serpinb7 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5267		CS202211210_1095		1095 AD Serpinb7 Glut		MouseBrain 01095			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111095			
PCL_INDV:CS202211210_1096	MouseBrain 01096 - CS202211210_1096	1096 AV Col27a1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5268		CS202211210_1096		1096 AV Col27a1 Glut		MouseBrain 01096			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111096			
PCL_INDV:CS202211210_1097	MouseBrain 01097 - CS202211210_1097	1097 AV Col27a1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5268		CS202211210_1097		1097 AV Col27a1 Glut		MouseBrain 01097			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111097			
PCL_INDV:CS202211210_1098	MouseBrain 01098 - CS202211210_1098	1098 PVT-PT-RE Ntrk1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5269		CS202211210_1098		1098 PVT-PT-RE Ntrk1 Glut		MouseBrain 01098			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111098			
PCL_INDV:CS202211210_1099	MouseBrain 01099 - CS202211210_1099	1099 PVT-PT-RE Ntrk1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5269		CS202211210_1099		1099 PVT-PT-RE Ntrk1 Glut		MouseBrain 01099			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111099			
PCL_INDV:CS202211210_1100	MouseBrain 01100 - CS202211210_1100	1100 PVT-PT-RE Ntrk1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5269		CS202211210_1100		1100 PVT-PT-RE Ntrk1 Glut		MouseBrain 01100			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111100			
PCL_INDV:CS202211210_1101	MouseBrain 01101 - CS202211210_1101	1101 PVT-PT-RE Ntrk1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5269		CS202211210_1101		1101 PVT-PT-RE Ntrk1 Glut		MouseBrain 01101			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111101			
PCL_INDV:CS202211210_1102	MouseBrain 01102 - CS202211210_1102	1102 PVT-PT-RE Ntrk1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5269		CS202211210_1102		1102 PVT-PT-RE Ntrk1 Glut		MouseBrain 01102			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111102			
PCL_INDV:CS202211210_1103	MouseBrain 01103 - CS202211210_1103	1103 PVT-PT-RE Ntrk1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5269		CS202211210_1103		1103 PVT-PT-RE Ntrk1 Glut		MouseBrain 01103			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111103			
PCL_INDV:CS202211210_1104	MouseBrain 01104 - CS202211210_1104	1104 PVT-PT-RE Ntrk1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5269		CS202211210_1104		1104 PVT-PT-RE Ntrk1 Glut		MouseBrain 01104			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111104			
PCL_INDV:CS202211210_1105	MouseBrain 01105 - CS202211210_1105	1105 PVT-PT-RE Ntrk1 Glut	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202211210_5269		CS202211210_1105		1105 PVT-PT-RE Ntrk1 Glut		MouseBrain 01105			Zizhen Yao			http://purl.obolibrary.org/obo/PCL_0111105			
