cluster_id	cluster_label	supertype_id	supertype_label	supertype_id_label	subclass_id	subclass_label	subclass_id_label	class_id	class_label	class_id_label	division_id	division_label	division_id_label	neighborhood	nt_type_label	nt_type_combo_label	nt.markers	np.markers	combo.markers	top.markers	tentative_anatomical_annotation	max_dissection_region	cluster_size	size.10xv2	size.10xv3	F	M	sex bias	Dark	Light	gene.counts.10xv2	gene.counts.10xv3	umi.counts.10xv2	umi.counts.10xv3	qc.score.10xv2	qc.score.10xv3	taxonomy_id	cell_set_accession.cluster	cell_set_accession.supertype	cell_set_accession.subclass	cell_set_accession.class	cell_set_accession.division
817	0817 MSN D1 Gaba_1	192	MSN D1 Gaba_1	0192 MSN D1 Gaba_1	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:6.8	Tac1:8.3,Pdyn:7.3,Nts:5.2	Mhrt,Pde11a,Nts,Adamts9	Mhrt,Gm39456,1700003D09Rik	STRv	PAL	316	6	310	0.55	0.45		0.42	0.58	3625.5	6334.71612903226	8733.5	28598.5548387097	351.79817701867	370.540202810118	CCN202212150	CS202212150_817	CS202212150_5371	CS202212150_6167	CS202212150_6353	CS202212150_6376
818	0818 MSN D1 Gaba_2	193	MSN D1 Gaba_2	0193 MSN D1 Gaba_2	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.3	Pdyn:8.9,Tac1:8.1,Cartpt:6.7,Nts:3.2	Sh3rf2,Dlk1,Gpr26,Nr4a3	Sh3rf2,Asb11,Baz1a	STRv	STRv	267	1	266	0.31	0.69		0.41	0.59	3106	5252.45864661654	7455	23932.7932330827	352.422473717951	358.739270458906	CCN202212150	CS202212150_818	CS202212150_5372	CS202212150_6167	CS202212150_6353	CS202212150_6376
819	0819 MSN D1 Gaba_2	193	MSN D1 Gaba_2	0193 MSN D1 Gaba_2	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.2	Pdyn:10.3,Tac1:10.2,Cartpt:9.2,Nts:3.6	Serpinb2,Pdyn	Serpinb2,Sh3rf2,Prok2	STRv	STRv	177	0	177	0.6	0.4		0.54	0.46		6311.17514124294		31981.1468926554		365.339116975188	CCN202212150	CS202212150_819	CS202212150_5372	CS202212150_6167	CS202212150_6353	CS202212150_6376
820	0820 MSN D1 Gaba_2	193	MSN D1 Gaba_2	0193 MSN D1 Gaba_2	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.4	Tac1:9.8,Pdyn:8.9,Nts:8.5,Cartpt:5.3	Sh3rf2,Impg1,Nts,Nr4a3	Sh3rf2,Impg1,Gm33651	OT	STRv	1541	8	1533	0.45	0.55		0.47	0.53	3498.375	6352.00521852577	10163.75	34153.6170906719	355.405973129412	383.294695476315	CCN202212150	CS202212150_820	CS202212150_5372	CS202212150_6167	CS202212150_6353	CS202212150_6376
821	0821 MSN D1 Gaba_2	193	MSN D1 Gaba_2	0193 MSN D1 Gaba_2	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.1	Tac1:9.4,Pdyn:8.1,Nts:4.6,Cartpt:4.1	Sh3rf2,Drd1,Nts,Syt2	Sh3rf2,Gm33651,Mhrt	OT	STRv	9106	28	9078	0.56	0.44		0.55	0.45	3583.71428571429	6630.20511125799	8919.92857142857	33414.5567305574	359.320785007553	375.824554003947	CCN202212150	CS202212150_821	CS202212150_5372	CS202212150_6167	CS202212150_6353	CS202212150_6376
822	0822 MSN D1 Gaba_3	194	MSN D1 Gaba_3	0194 MSN D1 Gaba_3	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.2	Tac1:10,Pdyn:7.7	Impg1,Reln,Zp3r	Impg1,Sh3rf2,Cd4	STRd dl	STRd	1411	88	1323	0.54	0.46		0.72	0.28	4149.25	6048.48677248677	11881.8068181818	28210.3083900227	385.466537006508	370.875893097226	CCN202212150	CS202212150_822	CS202212150_5373	CS202212150_6167	CS202212150_6353	CS202212150_6376
823	0823 MSN D1 Gaba_3	194	MSN D1 Gaba_3	0194 MSN D1 Gaba_3	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7	Tac1:9.8,Pdyn:8.4	Sh3rf2,Ebf1,Ccnd2,C130073E24Rik	Sh3rf2,Cd4,Mhrt	STRd	STRd	2112	199	1913	0.4	0.6		0.62	0.38	3646.41708542714	5734.78881338212	9372.78894472362	26029.6299006796	346.803823964824	364.211410042478	CCN202212150	CS202212150_823	CS202212150_5373	CS202212150_6167	CS202212150_6353	CS202212150_6376
824	0824 MSN D1 Gaba_3	194	MSN D1 Gaba_3	0194 MSN D1 Gaba_3	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.2	Tac1:8.4,Pdyn:5.1	Sh3rf2,Ddit4l,Slc35d3,Gpr26	Sh3rf2,Cd4,Ido1	STRd	STRd	12938	110	12828	0.5	0.5		0.71	0.29	4210.86363636364	6648.26598066729	11662.8545454545	34228.0118490801	367.375521440785	381.618947160044	CCN202212150	CS202212150_824	CS202212150_5373	CS202212150_6167	CS202212150_6353	CS202212150_6376
825	0825 MSN D1 Gaba_3	194	MSN D1 Gaba_3	0194 MSN D1 Gaba_3	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.4	Tac1:8.9	Sh3rf2,Strit1,Pdyn,Phactr1	Sh3rf2,Cd4,Gm39043	STRd	STRd	774	5	769	0.53	0.47		0.74	0.26	3866.8	6779.18985695709	10584.6	37557.0806241873	350.658880870531	390.102139285082	CCN202212150	CS202212150_825	CS202212150_5373	CS202212150_6167	CS202212150_6353	CS202212150_6376
826	0826 MSN D1 Gaba_3	194	MSN D1 Gaba_3	0194 MSN D1 Gaba_3	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.3	Tac1:7.8	Gm39043,Gm31517	Gm39043,Gm31517,Strit1	STRd la	STRd	86	0	86	0.58	0.42		0.74	0.26		6562		34051.6860465116		378.196623132118	CCN202212150	CS202212150_826	CS202212150_5373	CS202212150_6167	CS202212150_6353	CS202212150_6376
827	0827 MSN D1 Gaba_4	195	MSN D1 Gaba_4	0195 MSN D1 Gaba_4	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.1	Pdyn:7.9,Tac1:7.5	Sh3rf2,Drd1,Dlk1,Trpc5	Sh3rf2,Mhrt,1700003D09Rik	ACB	STRv	960	9	951	0.47	0.53		0.62	0.38	3709.22222222222	6509.86330178759	9760.22222222222	30998.3080967403	320.621263356837	368.436501160855	CCN202212150	CS202212150_827	CS202212150_5374	CS202212150_6167	CS202212150_6353	CS202212150_6376
828	0828 MSN D1 Gaba_4	195	MSN D1 Gaba_4	0195 MSN D1 Gaba_4	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.1	Pdyn:8.1,Cartpt:4.3,Tac1:3.5	Gm34667,Ebf1,Kcnq5,Zbtb16	Gm34667,Mhrt,Sh3rf2	ACB	STRv	429	2	427	0.52	0.48		0.52	0.48	3185	5978.71896955504	7120	26830.3466042155	280.796511414541	351.897876049278	CCN202212150	CS202212150_828	CS202212150_5374	CS202212150_6167	CS202212150_6353	CS202212150_6376
829	0829 MSN D1 Gaba_4	195	MSN D1 Gaba_4	0195 MSN D1 Gaba_4	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:6.9	Pdyn:9.1,Cartpt:8.2,Tac1:7.4	Gm10714,Pdyn,Slc32a1,Ebf1	Gm10714,Sh3rf2,1700003D09Rik	ACB	STRv	530	15	515	0.44	0.56		0.59	0.41	3301.4	6027.55922330097	7797.46666666667	27083.5514563107	324.542705183941	359.403357784474	CCN202212150	CS202212150_829	CS202212150_5374	CS202212150_6167	CS202212150_6353	CS202212150_6376
830	0830 MSN D1 Gaba_4	195	MSN D1 Gaba_4	0195 MSN D1 Gaba_4	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7	Tac1:9.7,Pdyn:8.6,Cartpt:5.4	Mhrt,Pdyn,D7Ertd443e,Trhr	Mhrt,Sh3rf2,Serpina9	ACB an	STRv	2892	108	2784	0.5	0.5		0.68	0.32	4055.55555555556	6523.59662356322	11197.0092592593	32804.3538074713	357.925704264354	371.619016800749	CCN202212150	CS202212150_830	CS202212150_5374	CS202212150_6167	CS202212150_6353	CS202212150_6376
831	0831 MSN D1 Gaba_5	196	MSN D1 Gaba_5	0196 MSN D1 Gaba_5	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:6.7	Pdyn:8.4,Crh:7,Tac1:4.7,Penk:4.2	Mhrt,Crh,Ebf1,6430628N08Rik	Mhrt,Gm34667,Crh	CP po ve	sAMY	174	1	173	0.44	0.56		0.51	0.49	4766	6168.79768786127	13136	26875.7052023121	367.492955622571	356.679835846227	CCN202212150	CS202212150_831	CS202212150_5375	CS202212150_6167	CS202212150_6353	CS202212150_6376
832	0832 MSN D1 Gaba_5	196	MSN D1 Gaba_5	0196 MSN D1 Gaba_5	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.2	Pdyn:9.8,Tac1:8.6,Penk:5.1	Cd4,Chrm2,Slc35d3	Cd4,Sh3rf2,1700003D09Rik	CP po ve	sAMY	102	0	102	0.5	0.5		0.61	0.39		5916.8137254902		26440.2156862745		355.644237672869	CCN202212150	CS202212150_832	CS202212150_5375	CS202212150_6167	CS202212150_6353	CS202212150_6376
833	0833 MSN D1 Gaba_5	196	MSN D1 Gaba_5	0196 MSN D1 Gaba_5	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.3	Pdyn:9.9,Tac1:6.8,Penk:6.4,Crh:3.4	Sh3rf2,Ednrb,Pdyn	Sh3rf2,Gm39043,Cd4	CP po ve	sAMY	377	0	377	0.56	0.44		0.65	0.35		6079.19893899204		28053.4403183024		362.50951865003	CCN202212150	CS202212150_833	CS202212150_5375	CS202212150_6167	CS202212150_6353	CS202212150_6376
834	0834 MSN D1 Gaba_6	197	MSN D1 Gaba_6	0197 MSN D1 Gaba_6	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:6.6	Tac1:9.2,Pdyn:6.4,Cartpt:3.6	Sh3rf2,Prok2,Rbm20,Nrp2	Sh3rf2,Wnt2,Prok2	OT	STRv	1081	28	1053	0.54	0.46		0.57	0.43	3129.57142857143	5363.07692307692	6972.42857142857	20131.032288699	333.258024483698	349.3059570695	CCN202212150	CS202212150_834	CS202212150_5376	CS202212150_6167	CS202212150_6353	CS202212150_6376
835	0835 MSN D1 Gaba_6	197	MSN D1 Gaba_6	0197 MSN D1 Gaba_6	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:6.9	Tac1:8.7	Sh3rf2,Tnnt1,Prok2	Sh3rf2,Tnnt1,Wnt2	OT	STRv	1684	44	1640	0.48	0.52		0.64	0.36	3322.70454545455	5045.62926829268	8226.06818181818	18177.8341463415	357.561413386356	351.19020980856	CCN202212150	CS202212150_835	CS202212150_5376	CS202212150_6167	CS202212150_6353	CS202212150_6376
836	0836 MSN D1 Gaba_7	198	MSN D1 Gaba_7	0198 MSN D1 Gaba_7	51	MSN D1 Gaba	051 MSN D1 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.2	Tac1:9.1,Pdyn:7.5	Sh3rf2,Cd36,Foxp2	Sh3rf2,Cd4,Il20ra	STRd po	STRd	193	6	187	0.6	0.4		0.78	0.22	4608	6523.13903743315	13734.3333333333	29204.4171122995	361.713237565373	370.175964644607	CCN202212150	CS202212150_836	CS202212150_836	CS202212150_6167	CS202212150_6353	CS202212150_6376
837	0837 MSN D2 Gaba_1	199	MSN D2 Gaba_1	0199 MSN D2 Gaba_1	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:6.6	Penk:9,Nts:4.3,Cartpt:4.1	Adora2a,Dio3,Sema6a,Nts	Adora2a,Gm34667,Dio3	NA	PAL	66	0	66	0.5	0.5		0.47	0.53		6498.9696969697		30540.3333333333		357.645904832543	CCN202212150	CS202212150_837	CS202212150_5377	CS202212150_6168	CS202212150_6353	CS202212150_6376
838	0838 MSN D2 Gaba_1	199	MSN D2 Gaba_1	0199 MSN D2 Gaba_1	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7	Penk:9.8,Crh:6.6	Adora2a,Crh,Adamts9,Gpr6	Adora2a,Gm39043,4930417O13Rik	CP po ve	sAMY	158	0	158	0.5	0.5		0.74	0.26		6172.1329113924		27886.2405063291		359.158135945676	CCN202212150	CS202212150_838	CS202212150_5377	CS202212150_6168	CS202212150_6353	CS202212150_6376
839	0839 MSN D2 Gaba_1	199	MSN D2 Gaba_1	0199 MSN D2 Gaba_1	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.4	Penk:9.9	4930417O13Rik,Tll2,Scn4b,Syt6	4930417O13Rik,Adora2a,Sh3rf2	CP po ve	sAMY	105	3	102	0.51	0.49		0.79	0.21	3979	6780.60784313726	10056.6666666667	36227.8921568627	366.725279655664	373.607836880539	CCN202212150	CS202212150_839	CS202212150_5377	CS202212150_6168	CS202212150_6353	CS202212150_6376
840	0840 MSN D2 Gaba_1	199	MSN D2 Gaba_1	0199 MSN D2 Gaba_1	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.4	Penk:10.4,Cck:4.9	Adora2a,Gm30313,Vsnl1,Sh3rf2	Adora2a,Sh3rf2,4930417O13Rik	CP po ve	sAMY	274	3	271	0.48	0.52		0.65	0.35	4546.33333333333	7149.67527675277	12740	37773.6900369004	362.20001734674	380.003888669155	CCN202212150	CS202212150_840	CS202212150_5377	CS202212150_6168	CS202212150_6353	CS202212150_6376
841	0841 MSN D2 Gaba_1	199	MSN D2 Gaba_1	0199 MSN D2 Gaba_1	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:6.7	Penk:8.9,Crh:4.7	Adora2a,Crh,Atp6v1c2,Dlk1	Adora2a,Gm34667,4930417O13Rik	CP po ve	sAMY	81	0	81	0.58	0.42		0.75	0.25		6793.83950617284		34325.6049382716		367.755377842577	CCN202212150	CS202212150_841	CS202212150_5377	CS202212150_6168	CS202212150_6353	CS202212150_6376
842	0842 MSN D2 Gaba_1	199	MSN D2 Gaba_1	0199 MSN D2 Gaba_1	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:6.9	Penk:10	Adora2a,Gpr6,Nr2f1,St6galnac5	Adora2a,Sh3rf2,Gpr6	NA	sAMY	644	30	614	0.54	0.46		0.63	0.37	3382.66666666667	5809.42996742671	7893.13333333333	24224.1091205212	326.237358957738	361.581578917742	CCN202212150	CS202212150_842	CS202212150_5377	CS202212150_6168	CS202212150_6353	CS202212150_6376
843	0843 MSN D2 Gaba_1	199	MSN D2 Gaba_1	0199 MSN D2 Gaba_1	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:6.1	Penk:8.6	Upk1b,Calcr,Gm34667	Upk1b,Adora2a,Gm34667	NA	sAMY	66	2	64	0.62	0.38		0.55	0.45	4336.5	6472.921875	11930.5	28795.34375	385.381396401904	362.812029181556	CCN202212150	CS202212150_843	CS202212150_5377	CS202212150_6168	CS202212150_6353	CS202212150_6376
844	0844 MSN D2 Gaba_1	199	MSN D2 Gaba_1	0199 MSN D2 Gaba_1	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.3	Penk:9.3	Sh3rf2,Upk1b,Baz1a,Ecel1	Sh3rf2,Upk1b,Adora2a	NA	sAMY	99	6	93	0.47	0.53		0.54	0.46	3141.33333333333	5970.58064516129	6801.66666666667	27718.1290322581	308.086085469335	379.09380013294	CCN202212150	CS202212150_844	CS202212150_5377	CS202212150_6168	CS202212150_6353	CS202212150_6376
845	0845 MSN D2 Gaba_2	200	MSN D2 Gaba_2	0200 MSN D2 Gaba_2	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.6	Penk:11.2	Sh3rf2,Gem,Adgrd1,Penk	Sh3rf2,Adora2a,Baz1a	STRd po	STRd	53	7	46	0.61	0.39		0.57	0.43	3759.42857142857	5159.9347826087	11035.8571428571	23174.5869565217	357.646313202702	354.537975038421	CCN202212150	CS202212150_845	CS202212150_5378	CS202212150_6168	CS202212150_6353	CS202212150_6376
846	0846 MSN D2 Gaba_2	200	MSN D2 Gaba_2	0200 MSN D2 Gaba_2	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.2	Penk:10.3,Cartpt:5.9,Nts:4	Adora2a,D7Ertd443e,Khdrbs2,Gm12703	Adora2a,Sh3rf2,Gpr6	STRv	STRv	391	34	357	0.53	0.47		0.79	0.21	3605.88235294118	6403.47338935574	9417.32352941176	31934.137254902	342.642709917666	376.218516363526	CCN202212150	CS202212150_846	CS202212150_5378	CS202212150_6168	CS202212150_6353	CS202212150_6376
847	0847 MSN D2 Gaba_2	200	MSN D2 Gaba_2	0200 MSN D2 Gaba_2	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:6.9	Penk:10.8,Cartpt:9.2,Nts:6.7	Sh3rf2,Gem,Cartpt	Sh3rf2,Adora2a,Upb1	STRv	STRv	164	0	164	0.49	0.51		0.55	0.45		5893.7012195122		29640.3719512195		369.497424791917	CCN202212150	CS202212150_847	CS202212150_5378	CS202212150_6168	CS202212150_6353	CS202212150_6376
848	0848 MSN D2 Gaba_2	200	MSN D2 Gaba_2	0200 MSN D2 Gaba_2	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.4	Penk:11.2,Cartpt:6.8,Nts:5.3	Adora2a,Gm33651,Cartpt,Nr4a1	Adora2a,Sh3rf2,Gpr6	STRv	STRv	2077	6	2071	0.47	0.53		0.41	0.59	3238	5833.82327378078	8857.33333333333	30511.4089811685	355.998155900672	378.14380080716	CCN202212150	CS202212150_848	CS202212150_5378	CS202212150_6168	CS202212150_6353	CS202212150_6376
849	0849 MSN D2 Gaba_2	200	MSN D2 Gaba_2	0200 MSN D2 Gaba_2	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.4	Penk:10.2,Nts:3.5	Adora2a,Drd3,Otof,Cacng5	Adora2a,Sh3rf2,Gpr6	NA	STRv	721	12	709	0.54	0.46		0.58	0.42	3965.75	6998.56699576869	10741.5833333333	35891.0465444288	391.690241888435	388.630829938111	CCN202212150	CS202212150_849	CS202212150_5378	CS202212150_6168	CS202212150_6353	CS202212150_6376
850	0850 MSN D2 Gaba_2	200	MSN D2 Gaba_2	0200 MSN D2 Gaba_2	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.2	Penk:10.3,Cartpt:4.9	Adora2a,Drd3,Arpp21,Chrm3	Adora2a,Sh3rf2,Gpr6	NA	STRv	10396	4	10392	0.51	0.49		0.56	0.44	3235	6279.71352963818	7529.75	30353.1243264049	310.819031105297	371.933246201731	CCN202212150	CS202212150_850	CS202212150_5378	CS202212150_6168	CS202212150_6353	CS202212150_6376
851	0851 MSN D2 Gaba_3	201	MSN D2 Gaba_3	0201 MSN D2 Gaba_3	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:6.9	Penk:6.7	Adora2a,Kl,Alk,Gm49906	Adora2a,Sh3rf2,Mhrt	CP po ve	sAMY	957	45	912	0.56	0.44		0.51	0.49	3731.22222222222	5732.84320175439	9706.02222222222	23488.2489035088	350.902245440973	361.307129695285	CCN202212150	CS202212150_851	CS202212150_851	CS202212150_6168	CS202212150_6353	CS202212150_6376
852	0852 MSN D2 Gaba_4	202	MSN D2 Gaba_4	0202 MSN D2 Gaba_4	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7	Penk:10	Adora2a,Clspn,Arpp21,C130073E24Rik	Adora2a,Gpr6,Sh3rf2	NA	STRd	3840	237	3603	0.47	0.53		0.68	0.32	3487.00421940928	5734.10519011935	8855.22362869198	26032.037468776	344.956780610587	365.595491374745	CCN202212150	CS202212150_852	CS202212150_5379	CS202212150_6168	CS202212150_6353	CS202212150_6376
853	0853 MSN D2 Gaba_4	202	MSN D2 Gaba_4	0202 MSN D2 Gaba_4	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.5	Penk:11.4,Nts:6.7	Sh3rf2,Hs3st2,Nts	Sh3rf2,Adora2a,Gpr6	NA	STRd	433	22	411	0.28	0.72		0.59	0.41	3448.5	5848.2798053528	8758.77272727273	30259.4428223844	337.341874726911	377.468120607052	CCN202212150	CS202212150_853	CS202212150_5379	CS202212150_6168	CS202212150_6353	CS202212150_6376
854	0854 MSN D2 Gaba_4	202	MSN D2 Gaba_4	0202 MSN D2 Gaba_4	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.3	Penk:10.6	Adora2a,Acvrl1,Penk,Ddit4l	Adora2a,Sh3rf2,Gpr6	NA	STRd	12021	150	11871	0.5	0.5		0.71	0.29	3791.44666666667	6075.8230983068	9762.94666666667	28795.4244798248	355.76737745397	375.432479015041	CCN202212150	CS202212150_854	CS202212150_5379	CS202212150_6168	CS202212150_6353	CS202212150_6376
855	0855 MSN D2 Gaba_4	202	MSN D2 Gaba_4	0202 MSN D2 Gaba_4	52	MSN D2 Gaba	052 MSN D2 Gaba	6	CNU GABA	06 CNU GABA	2	Subpallium GABAergic	2 Subpallium GABAergic	Subpallium-GABA:25,Other-Sub-Gaba:25	GABA	Gaba	Slc32a1:7.4	Penk:10.6	Adora2a,Acvrl1,Gpr88,Maf	Adora2a,Sh3rf2,Gpr6	NA	STRd	2177	10	2167	0.51	0.49		0.74	0.26	3449.3	5859.30918320258	9028.6	28170.7632671897	359.310729141491	382.249454187103	CCN202212150	CS202212150_855	CS202212150_5379	CS202212150_6168	CS202212150_6353	CS202212150_6376
