defined_class	prefLabel	Synonyms_from_taxonomy	Gross_cell_type	Taxon	Taxon_abbv	Brain_region	Cluster_ID	Allen_markers	Brain_region_abbv	Species_abbv	Individual	part_of	has_soma_location	NT	Alias_citations	Minimal_markers	aligned_alias	MBA	CL	Nomenclature_Layers	Nomenclature_Projection	marker_gene_set	MBA_1	MBA_2	MBA_3	MBA_4	MBA_5	MBA_6
http://purl.obolibrary.org/obo/PCL_0112260	2260 PVH-LHA Barhl2 Glut_3	2260 PVH-LHA Barhl2 Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2260		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2260		MBA:997	GO:0061535				MBA:194|MBA:38					MBA:194	MBA:38				
http://purl.obolibrary.org/obo/PCL_0112261	2261 ADP-MPO Trp73 Glut_1	2261 ADP-MPO Trp73 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2261		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2261		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112262	2262 ADP-MPO Trp73 Glut_1	2262 ADP-MPO Trp73 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2262		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2262		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112263	2263 ADP-MPO Trp73 Glut_1	2263 ADP-MPO Trp73 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2263		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2263		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112264	2264 ADP-MPO Trp73 Glut_1	2264 ADP-MPO Trp73 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2264		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2264		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112265	2265 ADP-MPO Trp73 Glut_1	2265 ADP-MPO Trp73 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2265		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2265		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112266	2266 ADP-MPO Trp73 Glut_1	2266 ADP-MPO Trp73 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2266		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2266		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112267	2267 ADP-MPO Trp73 Glut_1	2267 ADP-MPO Trp73 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2267		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2267		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112268	2268 ADP-MPO Trp73 Glut_1	2268 ADP-MPO Trp73 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2268		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2268		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112269	2269 ADP-MPO Trp73 Glut_2	2269 ADP-MPO Trp73 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2269		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2269		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112270	2270 ADP-MPO Trp73 Glut_2	2270 ADP-MPO Trp73 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2270		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2270		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112271	2271 ADP-MPO Trp73 Glut_2	2271 ADP-MPO Trp73 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2271		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2271		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112272	2272 ADP-MPO Trp73 Glut_2	2272 ADP-MPO Trp73 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2272		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2272		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112273	2273 ADP-MPO Trp73 Glut_2	2273 ADP-MPO Trp73 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2273		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2273		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112274	2274 ADP-MPO Trp73 Glut_2	2274 ADP-MPO Trp73 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2274		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2274		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112275	2275 ADP-MPO Trp73 Glut_2	2275 ADP-MPO Trp73 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2275		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2275		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112276	2276 ADP-MPO Trp73 Glut_3	2276 ADP-MPO Trp73 Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2276		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2276		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112277	2277 ADP-MPO Trp73 Glut_3	2277 ADP-MPO Trp73 Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2277		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2277		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112278	2278 ADP-MPO Trp73 Glut_3	2278 ADP-MPO Trp73 Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2278		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2278		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112279	2279 ADP-MPO Trp73 Glut_3	2279 ADP-MPO Trp73 Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2279		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2279		MBA:997	GO:0061535				MBA:72|MBA:523					MBA:72	MBA:523				
http://purl.obolibrary.org/obo/PCL_0112280	2280 SI-MA-LPO Skor1 Glut_1	2280 SI-MA-LPO Skor1 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2280		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2280		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112281	2281 SI-MA-LPO Skor1 Glut_1	2281 SI-MA-LPO Skor1 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2281		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2281		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112282	2282 SI-MA-LPO Skor1 Glut_1	2282 SI-MA-LPO Skor1 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2282		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2282		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112283	2283 SI-MA-LPO Skor1 Glut_1	2283 SI-MA-LPO Skor1 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2283		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2283		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112284	2284 SI-MA-LPO Skor1 Glut_1	2284 SI-MA-LPO Skor1 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2284		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2284		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112285	2285 SI-MA-LPO Skor1 Glut_1	2285 SI-MA-LPO Skor1 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2285		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2285		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112286	2286 SI-MA-LPO Skor1 Glut_1	2286 SI-MA-LPO Skor1 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2286		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2286		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112287	2287 SI-MA-LPO Skor1 Glut_1	2287 SI-MA-LPO Skor1 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2287		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2287		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112288	2288 SI-MA-LPO Skor1 Glut_1	2288 SI-MA-LPO Skor1 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2288		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2288		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112289	2289 SI-MA-LPO Skor1 Glut_1	2289 SI-MA-LPO Skor1 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2289		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2289		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112290	2290 SI-MA-LPO Skor1 Glut_1	2290 SI-MA-LPO Skor1 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2290		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2290		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112291	2291 SI-MA-LPO Skor1 Glut_1	2291 SI-MA-LPO Skor1 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2291		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2291		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112292	2292 SI-MA-LPO Skor1 Glut_1	2292 SI-MA-LPO Skor1 Glut_1	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2292		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2292		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112293	2293 SI-MA-LPO Skor1 Glut_2	2293 SI-MA-LPO Skor1 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2293		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2293		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112294	2294 SI-MA-LPO Skor1 Glut_2	2294 SI-MA-LPO Skor1 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2294		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2294		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112295	2295 SI-MA-LPO Skor1 Glut_2	2295 SI-MA-LPO Skor1 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2295		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2295		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112296	2296 SI-MA-LPO Skor1 Glut_2	2296 SI-MA-LPO Skor1 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2296		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2296		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112297	2297 SI-MA-LPO Skor1 Glut_2	2297 SI-MA-LPO Skor1 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2297		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2297		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112298	2298 SI-MA-LPO Skor1 Glut_2	2298 SI-MA-LPO Skor1 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2298		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2298		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112299	2299 SI-MA-LPO Skor1 Glut_2	2299 SI-MA-LPO Skor1 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2299		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2299		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112300	2300 SI-MA-LPO Skor1 Glut_2	2300 SI-MA-LPO Skor1 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2300		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2300		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112301	2301 SI-MA-LPO Skor1 Glut_2	2301 SI-MA-LPO Skor1 Glut_2	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2301		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2301		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112302	2302 SI-MA-LPO Skor1 Glut_3	2302 SI-MA-LPO Skor1 Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2302		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2302		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112303	2303 SI-MA-LPO Skor1 Glut_3	2303 SI-MA-LPO Skor1 Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2303		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2303		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112304	2304 SI-MA-LPO Skor1 Glut_3	2304 SI-MA-LPO Skor1 Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2304		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2304		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112305	2305 SI-MA-LPO Skor1 Glut_3	2305 SI-MA-LPO Skor1 Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2305		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2305		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112306	2306 SI-MA-LPO Skor1 Glut_3	2306 SI-MA-LPO Skor1 Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2306		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2306		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112307	2307 SI-MA-LPO Skor1 Glut_3	2307 SI-MA-LPO Skor1 Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2307		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2307		MBA:997	GO:0061535|GO:0061534				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112308	2308 SI-MA-LPO Skor1 Glut_3	2308 SI-MA-LPO Skor1 Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2308		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2308		MBA:997	GO:0061535|GO:0061534				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112309	2309 SI-MA-LPO Skor1 Glut_3	2309 SI-MA-LPO Skor1 Glut_3	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2309		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2309		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112310	2310 SI-MA-LPO Skor1 Glut_4	2310 SI-MA-LPO Skor1 Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2310		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2310		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112311	2311 SI-MA-LPO Skor1 Glut_4	2311 SI-MA-LPO Skor1 Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2311		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2311		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112312	2312 SI-MA-LPO Skor1 Glut_4	2312 SI-MA-LPO Skor1 Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2312		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2312		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112313	2313 SI-MA-LPO Skor1 Glut_4	2313 SI-MA-LPO Skor1 Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2313		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2313		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112314	2314 SI-MA-LPO Skor1 Glut_4	2314 SI-MA-LPO Skor1 Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2314		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2314		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112315	2315 SI-MA-LPO Skor1 Glut_4	2315 SI-MA-LPO Skor1 Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2315		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2315		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112316	2316 SI-MA-LPO Skor1 Glut_4	2316 SI-MA-LPO Skor1 Glut_4	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2316		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2316		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112317	2317 SI-MA-LPO Skor1 Glut_5	2317 SI-MA-LPO Skor1 Glut_5	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2317		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2317		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112318	2318 SI-MA-LPO Skor1 Glut_5	2318 SI-MA-LPO Skor1 Glut_5	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2318		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2318		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112319	2319 SI-MA-LPO Skor1 Glut_5	2319 SI-MA-LPO Skor1 Glut_5	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2319		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2319		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112320	2320 SI-MA-LPO Skor1 Glut_5	2320 SI-MA-LPO Skor1 Glut_5	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2320		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2320		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112321	2321 SI-MA-LPO Skor1 Glut_5	2321 SI-MA-LPO Skor1 Glut_5	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2321		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2321		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112322	2322 SI-MA-LPO Skor1 Glut_5	2322 SI-MA-LPO Skor1 Glut_5	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2322		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2322		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112323	2323 SI-MA-LPO Skor1 Glut_5	2323 SI-MA-LPO Skor1 Glut_5	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2323		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2323		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112324	2324 SI-MA-LPO Skor1 Glut_5	2324 SI-MA-LPO Skor1 Glut_5	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2324		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2324		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112325	2325 SI-MA-LPO Skor1 Glut_5	2325 SI-MA-LPO Skor1 Glut_5	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2325		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2325		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112326	2326 SI-MA-LPO Skor1 Glut_5	2326 SI-MA-LPO Skor1 Glut_5	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2326		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2326		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112327	2327 SI-MA-LPO Skor1 Glut_6	2327 SI-MA-LPO Skor1 Glut_6	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2327		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2327		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112328	2328 SI-MA-LPO Skor1 Glut_6	2328 SI-MA-LPO Skor1 Glut_6	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2328		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2328		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112329	2329 SI-MA-LPO Skor1 Glut_6	2329 SI-MA-LPO Skor1 Glut_6	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2329		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2329		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
http://purl.obolibrary.org/obo/PCL_0112330	2330 SI-MA-LPO Skor1 Glut_6	2330 SI-MA-LPO Skor1 Glut_6	CL:0000679	NCBITaxon:10090	Mmus	MBA:997	CS202212150_2330		MOp	Mouse	http://purl.obolibrary.org/obo/pcl/CS202212150_2330		MBA:997	GO:0061535				MBA:226|MBA:298|MBA:342					MBA:226	MBA:298	MBA:342			
